,sname,location,url,type,membership,website,nature
1,阜阳幼儿师范, 安徽,http://college.gaokao.com/school/282/, 师范, 安徽省教育厅, ——, 高职专科
2,中州大学, 河南,http://college.gaokao.com/school/497/, 工科, 河南省教育厅, www.zhzhu.edu.cn, 高职专科
3,开封大学, 河南,http://college.gaokao.com/school/498/, 工科, 河南省教育厅, www.kfu.edu.cn, 高职专科
4,焦作大学, 河南,http://college.gaokao.com/school/529/, 工科, 河南省教育厅, www.jzu.cn, 高职专科
5,兰州文理学院, 甘肃,http://college.gaokao.com/school/531/, 综合, 甘肃省教育厅, http://www.luas.edu.cn, 高职专科
6,北京青年政治, 北京,http://college.gaokao.com/school/533/, 语言, 北京市教育委员会, ——, 高职专科
7,重庆电力高等, 重庆,http://college.gaokao.com/school/559/, 工科, 重庆市教育委员会, www.cqepc.com.cn, 高职专科
8,河北工程技术, 河北,http://college.gaokao.com/school/737/, 工科, 河北省教育厅, http://www.hbgz.edu.cn, 高职专科
9,承德民族师范, 河北,http://college.gaokao.com/school/738/, 师范, ——, www.hbun.net, 高职专科
10,澳门科技大学, 澳门,http://college.gaokao.com/school/739/, 师范, ——, ——, 高职专科
11,澳门旅游学院, 辽宁,http://college.gaokao.com/school/740/, 师范, ——, ——, 高职专科
12,抚顺师范高等, 辽宁,http://college.gaokao.com/school/741/, 师范, 辽宁省教育厅, www.fstc.cn, 高职专科
13,锦州师范高等, 辽宁,http://college.gaokao.com/school/742/, 师范, 辽宁省教育厅, www.jzsz.com.cn, 高职专科
14,铁岭师范高等, 辽宁,http://college.gaokao.com/school/743/, 师范, 辽宁省教育厅, www.tlsz.com.cn, 高职专科
15,哈尔滨金融高, 黑龙江,http://college.gaokao.com/school/746/, 财经, ——, http://www.hrbjz.edu.cn, 高职专科
16,上海公安学院, 上海,http://college.gaokao.com/school/748/, 政法, 上海市教育委员会, ——, 高职专科
17,宁德师范高等, 福建,http://college.gaokao.com/school/750/, 师范, ——, http://www.ndsy.cn, 高职专科
18,菏泽医学专科, 山东,http://college.gaokao.com/school/751/, 医药, 山东省教育厅, http://www.hzmc.edu.cn, 高职专科
19,郑州牧业工程, 河南,http://college.gaokao.com/school/752/, 农业, 河南省教育厅, www.zzcah.edu.cn, 高职专科
20,郧阳师范高等, 湖北,http://college.gaokao.com/school/753/, 师范, 湖北省教育厅, www.yytc.net.cn, 高职专科
21,南宁师范高等, 广西,http://college.gaokao.com/school/755/, 综合, ——, http://www.gxnun.net/, 高职专科
22,阿坝师范高等, 四川,http://college.gaokao.com/school/756/, 师范, 四川省教育厅, http://www.abtc.edu.cn/, 高职专科
23,黔西南民族师, 贵州,http://college.gaokao.com/school/757/, 师范, ——, http://www.xynun.edu.cn/, 高职专科
24,昭通师范高等, 云南,http://college.gaokao.com/school/758/, 师范, 云南省教育厅, http://www.zttc.edu.cn/, 高职专科
25,思茅师范高等, 云南,http://college.gaokao.com/school/759/, 师范, 云南省教育厅, hhttp://www.peuni.cn, 高职专科
26,保山学院, 云南,http://college.gaokao.com/school/760/, 综合, ——, http://www.bsnc.cn/, 高职专科
27,和田师范专科, 新疆,http://college.gaokao.com/school/762/, 师范, 新疆维吾尔自治区教育厅, http://www.htsz.edu.cn/, 高职专科
28,吕梁高等专科, 山西,http://college.gaokao.com/school/763/, 师范, ——, www.llhc.sx.cn, 高职专科
29,公安海警高等, 浙江,http://college.gaokao.com/school/765/, 政法, ——, www.hjgz.net, 高职专科
30,景德镇学院, 江西,http://college.gaokao.com/school/768/, 综合, 江西省教育厅, www.jcc.jx.cn, 高职专科
31,萍乡学院, 江西,http://college.gaokao.com/school/769/, 综合, 江西省教育厅, www.pxc.jx.cn, 高职专科
32,六盘水师范高, 贵州,http://college.gaokao.com/school/770/, 综合, ——, http://www.lpssz.edu.cn/, 高职专科
33,新疆工业高等, 新疆,http://college.gaokao.com/school/771/, 工科, 新疆维吾尔自治区教育厅, http://www.xgz.edu.cn/, 高职专科
34,新疆警官高等, 新疆,http://college.gaokao.com/school/772/, 政法, 新疆维吾尔自治区教育厅, http://www.xjjz.cn/, 高职专科
35,天津职业大学, 天津,http://college.gaokao.com/school/773/, 工科, 天津市教育委员会, www.tjtc.edu.cn, 高职专科
36,抚顺职业技术, 辽宁,http://college.gaokao.com/school/774/, 综合, 辽宁省教育厅, www.fvti.com, 高职专科
37,牡丹江大学, 黑龙江,http://college.gaokao.com/school/775/, 综合, 黑龙江省教育厅, www.mdjdx.cn, 高职专科
38,镇江市高等专, 江苏,http://college.gaokao.com/school/776/, 工科, 江苏省教育厅, www.zjc.edu.cn, 高职专科
39,南通职业大学, 江苏,http://college.gaokao.com/school/777/, 工科, 江苏省教育厅, www.ntvc.edu.cn, 高职专科
40,铁道警官高等, 河南,http://college.gaokao.com/school/778/, 政法, 公安部, http://www.rpc.edu.cn, 高职专科
41,广州航海高等, 广东,http://college.gaokao.com/school/780/, 工科, 广东省教育厅, www.gzhmt.edu.cn, 高职专科
42,成都工业学院, 四川,http://college.gaokao.com/school/781/, 工科, 四川省教育厅, www.cec.edu.cn, 高职专科
43,私立华联学院, 广东,http://college.gaokao.com/school/782/, 综合, 广东省教育厅, ——, 高职专科
44,太原大学, 山西,http://college.gaokao.com/school/783/, 工科, 山西省教育厅, www.sxtyu.com, 高职专科
45,辽宁农业职业, 辽宁,http://college.gaokao.com/school/784/, 农业, 辽宁省教育厅, www.lnnzy.ln.cn, 高职专科
46,阜新高等专科, 辽宁,http://college.gaokao.com/school/785/, 综合, 辽宁省教育厅, www.fxgz.com.cn, 高职专科
47,沙洲职业工学, 江苏,http://college.gaokao.com/school/786/, 工科, 江苏省教育厅, www.szit.edu.cn, 高职专科
48,淮南联合大学, 安徽,http://college.gaokao.com/school/787/, 工科, 安徽省教育厅, www.hnuu.edu.cn, 高职专科
49,福建商业高等, 福建,http://college.gaokao.com/school/788/, 财经, 福建省教育厅, www.fjsgz.com.cn, 高职专科
50,黎明职业大学, 福建,http://college.gaokao.com/school/789/, 综合, ——, www.lmu.edu.cn, 高职专科
51,信阳农业高等, 河南,http://college.gaokao.com/school/790/, 农业, 河南省教育厅, http://www.xyafc.edu.cn, 高职专科
52,河南机电高等, 河南,http://college.gaokao.com/school/792/, 工科, 河南省教育厅, http://www.hneeu.edu.cn, 高职专科
53,鄂州职业大学, 湖北,http://college.gaokao.com/school/794/, 工科, 湖北省教育厅, www.ezu.cn, 高职专科
54,广西体育高等, 广西,http://college.gaokao.com/school/795/, 体育, 广西壮族自治区教育厅, www.gxtznn.com, 高职专科
55,集宁师范高等, 内蒙古,http://college.gaokao.com/school/797/, 综合, ——, www.jntc.nm.cn, 高职专科
56,辽宁警官高等, 辽宁,http://college.gaokao.com/school/798/, 政法, 辽宁省教育厅, http://www.lnpc.cn, 高职专科
57,长春汽车工业, 吉林,http://college.gaokao.com/school/799/, 工科, 吉林省教育厅, http://www.caii.edu.cn, 高职专科
58,长春金融高等, 吉林,http://college.gaokao.com/school/800/, 财经, 吉林省教育厅, www.cjgz.edu.cn, 高职专科
59,吉林公安高等, 吉林,http://college.gaokao.com/school/801/, 政法, ——, www.jljcxy.com, 高职专科
60,扬州市职业大, 江苏,http://college.gaokao.com/school/803/, 工科, 江苏省教育厅, www.yzpc.edu.cn, 高职专科
61,南京森林公安, 江苏,http://college.gaokao.com/school/805/, 政法, ——, www.forestpolice.net, 高职专科
62,浙江水利水电, 浙江,http://college.gaokao.com/school/806/, 工科, 浙江省教育厅, www.zjwchc.com, 高职专科
63,福建华南女子, 福建,http://college.gaokao.com/school/807/, 综合, 福建省教育厅, www.hnwomen.com.cn, 高职专科
64,辽宁交通高等, 辽宁,http://college.gaokao.com/school/808/, 工科, 辽宁省教育厅, www.lncc.edu.cn, 高职专科
65,江西公安专科, 江西,http://college.gaokao.com/school/809/, 政法, ——, www.jxga.com, 高职专科
66,九江职业大学, 江西,http://college.gaokao.com/school/810/, 综合, 江西省教育厅, www.jjvu.jx.cn, 高职专科
67,新余高等专科, 江西,http://college.gaokao.com/school/811/, 综合, ——, www.xyc.edu.cn, 高职专科
68,湖南财经高等, 湖南,http://college.gaokao.com/school/812/, 财经, ——, www.hufe.edu.cn, 高职专科
69,湖南公安高等, 湖南,http://college.gaokao.com/school/813/, 政法, ——, www.hnpolice.com, 高职专科
70,湖南女子职业, 湖南,http://college.gaokao.com/school/814/, 语言, ——, www.hnnd.com.cn, 高职专科
71,广西科技师范, 广西,http://college.gaokao.com/school/815/, 师范, 广西壮族自治区教育厅, http://www.gxlztc.net/, 高职专科
72,邕江大学, 广西,http://college.gaokao.com/school/816/, 工科, 广西壮族自治区教育厅, http://www.nnxy.cn/, 高职专科
73,四川旅游学院, 四川,http://college.gaokao.com/school/817/, 工科, 四川省教育厅, ——, 高职专科
74,成都纺织高等, 四川,http://college.gaokao.com/school/818/, 工科, 四川省教育厅, www.cdtc.edu.cn, 高职专科
75,文山师范高等, 云南,http://college.gaokao.com/school/819/, 师范, ——, http://www.wsu.edu.cn, 高职专科
76,信阳农业高等, 河南,http://college.gaokao.com/school/790/, 农业, 河南省教育厅, http://www.xyafc.edu.cn, 高职专科
77,河南机电高等, 河南,http://college.gaokao.com/school/792/, 工科, 河南省教育厅, http://www.hneeu.edu.cn, 高职专科
78,鄂州职业大学, 湖北,http://college.gaokao.com/school/794/, 工科, 湖北省教育厅, www.ezu.cn, 高职专科
79,广西体育高等, 广西,http://college.gaokao.com/school/795/, 体育, 广西壮族自治区教育厅, www.gxtznn.com, 高职专科
80,集宁师范高等, 内蒙古,http://college.gaokao.com/school/797/, 综合, ——, www.jntc.nm.cn, 高职专科
81,辽宁警官高等, 辽宁,http://college.gaokao.com/school/798/, 政法, 辽宁省教育厅, http://www.lnpc.cn, 高职专科
82,长春汽车工业, 吉林,http://college.gaokao.com/school/799/, 工科, 吉林省教育厅, http://www.caii.edu.cn, 高职专科
83,长春金融高等, 吉林,http://college.gaokao.com/school/800/, 财经, 吉林省教育厅, www.cjgz.edu.cn, 高职专科
84,吉林公安高等, 吉林,http://college.gaokao.com/school/801/, 政法, ——, www.jljcxy.com, 高职专科
85,扬州市职业大, 江苏,http://college.gaokao.com/school/803/, 工科, 江苏省教育厅, www.yzpc.edu.cn, 高职专科
86,南京森林公安, 江苏,http://college.gaokao.com/school/805/, 政法, ——, www.forestpolice.net, 高职专科
87,浙江水利水电, 浙江,http://college.gaokao.com/school/806/, 工科, 浙江省教育厅, www.zjwchc.com, 高职专科
88,福建华南女子, 福建,http://college.gaokao.com/school/807/, 综合, 福建省教育厅, www.hnwomen.com.cn, 高职专科
89,辽宁交通高等, 辽宁,http://college.gaokao.com/school/808/, 工科, 辽宁省教育厅, www.lncc.edu.cn, 高职专科
90,江西公安专科, 江西,http://college.gaokao.com/school/809/, 政法, ——, www.jxga.com, 高职专科
91,九江职业大学, 江西,http://college.gaokao.com/school/810/, 综合, 江西省教育厅, www.jjvu.jx.cn, 高职专科
92,新余高等专科, 江西,http://college.gaokao.com/school/811/, 综合, ——, www.xyc.edu.cn, 高职专科
93,湖南财经高等, 湖南,http://college.gaokao.com/school/812/, 财经, ——, www.hufe.edu.cn, 高职专科
94,湖南公安高等, 湖南,http://college.gaokao.com/school/813/, 政法, ——, www.hnpolice.com, 高职专科
95,湖南女子职业, 湖南,http://college.gaokao.com/school/814/, 语言, ——, www.hnnd.com.cn, 高职专科
96,广西科技师范, 广西,http://college.gaokao.com/school/815/, 师范, 广西壮族自治区教育厅, http://www.gxlztc.net/, 高职专科
97,邕江大学, 广西,http://college.gaokao.com/school/816/, 工科, 广西壮族自治区教育厅, http://www.nnxy.cn/, 高职专科
98,四川旅游学院, 四川,http://college.gaokao.com/school/817/, 工科, 四川省教育厅, ——, 高职专科
99,成都纺织高等, 四川,http://college.gaokao.com/school/818/, 工科, 四川省教育厅, www.cdtc.edu.cn, 高职专科
100,文山师范高等, 云南,http://college.gaokao.com/school/819/, 师范, ——, http://www.wsu.edu.cn, 高职专科
101,昆明冶金高等, 云南,http://college.gaokao.com/school/820/, 工科, 云南省教育厅, http://www.kmyz.edu.cn/, 高职专科
102,合作民族师范, 甘肃,http://college.gaokao.com/school/821/, 师范, ——, http://www.gnun.edu.cn, 高职专科
103,乌鲁木齐职业, 新疆,http://college.gaokao.com/school/822/, 综合, 新疆维吾尔自治区教育厅, http://www.uvu.edu.cn/, 高职专科
104,河套大学, 内蒙古,http://college.gaokao.com/school/823/, 师范, 内蒙古自治区教育厅, www.hetaodaxue.com, 高职专科
105,河南商业高等, 河南,http://college.gaokao.com/school/824/, 财经, ——, http://www.habc.edu.cn/2012/index.htm, 高职专科
106,河南财政税务, 河南,http://college.gaokao.com/school/825/, 财经, 河南省教育厅, www.hacz.edu.cn, 高职专科
107,武汉商业服务, 湖北,http://college.gaokao.com/school/826/, 财经, 湖北省教育厅, www.wcsc.edu.cn, 高职专科
108,康定民族师范, 四川,http://college.gaokao.com/school/827/, 师范, ——, www.scun.edu.cn, 高职专科
109,黔南民族医学, 贵州,http://college.gaokao.com/school/828/, 医药, ——, http://www.qnmc.cn/, 高职专科
110,内蒙古民族高, 内蒙古,http://college.gaokao.com/school/829/, 综合, ——, http://www.imnc.edu.cn, 高职专科
111,贵州商学院, 贵州,http://college.gaokao.com/school/830/, 财经, ——, http://www.gycc.net/, 高职专科
112,上海出版印刷, 上海,http://college.gaokao.com/school/831/, 工科, 上海市教育委员会, www.sppc.edu.cn, 高职专科
113,西安航空技术, 陕西,http://college.gaokao.com/school/832/, 工科, 陕西省教育厅, http://, 高职专科
114,承德石油高等, 河北,http://college.gaokao.com/school/833/, 工科, 河北省教育厅, www.cdsygz.com, 高职专科
115,河南公安高等, 河南,http://college.gaokao.com/school/835/, 政法, ——, http://www.hnp.edu.cn, 高职专科
116,湖北财经高等, 湖北,http://college.gaokao.com/school/836/, 财经, 湖北省教育厅, ——, 高职专科
117,兰州工业高等, 甘肃,http://college.gaokao.com/school/837/, 工科, 甘肃省教育厅, http://www.lzit.edu.cn/, 高职专科
118,新疆维吾尔医, 新疆,http://college.gaokao.com/school/838/, 医药, ——, http://www.xjumc.cn/, 高职专科
119,邢台职业技术, 河北,http://college.gaokao.com/school/839/, 工科, 河北省教育厅, www.xpc.edu.cn, 高职专科
120,长春医学高等, 吉林,http://college.gaokao.com/school/840/, 医药, 吉林省教育厅, www.cmcedu.com, 高职专科
121,桂林师范高等, 广西,http://college.gaokao.com/school/841/, 师范, 广西壮族自治区教育厅, www.glnc.edu.cn, 高职专科
122,桂林航天工业, 广西,http://college.gaokao.com/school/842/, 工科, 广西壮族自治区教育厅, http://www.guat.edu.cn, 高职专科
123,西安电力高等, 陕西,http://college.gaokao.com/school/843/, 工科, 陕西省教育厅, http://www.xaepi.edu.cn/, 高职专科
124,郑州电力高等, 河南,http://college.gaokao.com/school/844/, 工科, 河南省教育厅, www.zepc.edu.cn, 高职专科
125,桂林旅游学院, 广西,http://college.gaokao.com/school/847/, 财经, 广西壮族自治区教育厅, http://www.glit.edu.cn/, 高职专科
126,民办四川天一, 四川,http://college.gaokao.com/school/848/, 财经, 四川省教育厅, www.tianyi.org, 高职专科
127,长沙航空职业, 湖南,http://college.gaokao.com/school/850/, 工科, 总装备部, www.cavtc.cn, 高职专科
128,郑州澍青医学, 河南,http://college.gaokao.com/school/851/, 医药, 河南省教育厅, www.shuqing.org, 高职专科
129,天津医学高等, 天津,http://college.gaokao.com/school/852/, 医药, 天津市教育委员会, www.tjyzh.cn, 高职专科
130,山西警官高等, 山西,http://college.gaokao.com/school/855/, 政法, 山西省教育厅, www.sxpu.com.cn, 高职专科
131,连云港师范高, 江苏,http://college.gaokao.com/school/856/, 师范, 江苏省教育厅, www.lygsf.cn, 高职专科
132,浙江医药高等, 浙江,http://college.gaokao.com/school/858/, 医药, 浙江省教育厅, ——, 高职专科
133,泰州师范高等, 江苏,http://college.gaokao.com/school/859/, 师范, 江苏省教育厅, http://zs.nnutc.edu.cn/, 高职专科
134,鹤岗师范高等, 黑龙江,http://college.gaokao.com/school/860/, 师范, 黑龙江省教育厅, www.hgtc.org.cn, 高职专科
135,安徽医学高等, 安徽,http://college.gaokao.com/school/861/, 医药, 安徽省教育厅, http://www.ahyz.cn, 高职专科
136,邢台医学高等, 河北,http://college.gaokao.com/school/863/, 医药, 河北省教育厅, www.xtmc.net, 高职专科
137,湖北中医药高, 湖北,http://college.gaokao.com/school/864/, 医药, 湖北省教育厅, http://www.hbzyy.org/, 高职专科
138,焦作师范高等, 河南,http://college.gaokao.com/school/865/, 师范, 河南省教育厅, www.jzsz.cn, 高职专科
139,安徽中医药高, 安徽,http://college.gaokao.com/school/866/, 医药, 安徽省教育厅, www.ahzyygz.com, 高职专科
140,郑州师范高等, 河南,http://college.gaokao.com/school/867/, 师范, ——, www.zztc.com.cn, 高职专科
141,北京工业职业, 北京,http://college.gaokao.com/school/1003/, 工科, 北京市教育委员会, www.bgy.org.cn, 高职专科
142,北京信息职业, 北京,http://college.gaokao.com/school/1004/, 工科, 北京市教育委员会, ——, 高职专科
143,北京电子科技, 北京,http://college.gaokao.com/school/1005/, 工科, 北京市教育委员会, www.dky.bjedu.cn, 高职专科
144,北京科技经营, 北京,http://college.gaokao.com/school/1006/, 财经, 北京市教育委员会, www.1985edu.com, 高职专科
145,北京吉利学院, 北京,http://college.gaokao.com/school/1007/, 财经, 北京市教育委员会, http://zs.bgu.edu.cn, 高职专科
146,北京农业职业, 北京,http://college.gaokao.com/school/1008/, 农业, 北京市教育委员会, www.bvca.edu.cn, 高职专科
147,北京戏曲艺术, 北京,http://college.gaokao.com/school/1009/, 艺术, 北京市教育委员会, www.bjxx.com.cn, 高职专科
148,北京京北职业, 北京,http://college.gaokao.com/school/1010/, 工科, 北京市教育委员会, www.jbzy.com.cn, 高职专科
149,北京经贸职业, 北京,http://college.gaokao.com/school/1011/, 财经, 北京市教育委员会, www.csuedu.com, 高职专科
150,北京经济技术, 河北,http://college.gaokao.com/school/1012/, 财经, 北京市教育委员会, ——, 高职专科
151,昆明冶金高等, 云南,http://college.gaokao.com/school/820/, 工科, 云南省教育厅, http://www.kmyz.edu.cn/, 高职专科
152,合作民族师范, 甘肃,http://college.gaokao.com/school/821/, 师范, ——, http://www.gnun.edu.cn, 高职专科
153,乌鲁木齐职业, 新疆,http://college.gaokao.com/school/822/, 综合, 新疆维吾尔自治区教育厅, http://www.uvu.edu.cn/, 高职专科
154,河套大学, 内蒙古,http://college.gaokao.com/school/823/, 师范, 内蒙古自治区教育厅, www.hetaodaxue.com, 高职专科
155,河南商业高等, 河南,http://college.gaokao.com/school/824/, 财经, ——, http://www.habc.edu.cn/2012/index.htm, 高职专科
156,河南财政税务, 河南,http://college.gaokao.com/school/825/, 财经, 河南省教育厅, www.hacz.edu.cn, 高职专科
157,武汉商业服务, 湖北,http://college.gaokao.com/school/826/, 财经, 湖北省教育厅, www.wcsc.edu.cn, 高职专科
158,康定民族师范, 四川,http://college.gaokao.com/school/827/, 师范, ——, www.scun.edu.cn, 高职专科
159,黔南民族医学, 贵州,http://college.gaokao.com/school/828/, 医药, ——, http://www.qnmc.cn/, 高职专科
160,内蒙古民族高, 内蒙古,http://college.gaokao.com/school/829/, 综合, ——, http://www.imnc.edu.cn, 高职专科
161,贵州商学院, 贵州,http://college.gaokao.com/school/830/, 财经, ——, http://www.gycc.net/, 高职专科
162,上海出版印刷, 上海,http://college.gaokao.com/school/831/, 工科, 上海市教育委员会, www.sppc.edu.cn, 高职专科
163,西安航空技术, 陕西,http://college.gaokao.com/school/832/, 工科, 陕西省教育厅, http://, 高职专科
164,承德石油高等, 河北,http://college.gaokao.com/school/833/, 工科, 河北省教育厅, www.cdsygz.com, 高职专科
165,河南公安高等, 河南,http://college.gaokao.com/school/835/, 政法, ——, http://www.hnp.edu.cn, 高职专科
166,湖北财经高等, 湖北,http://college.gaokao.com/school/836/, 财经, 湖北省教育厅, ——, 高职专科
167,兰州工业高等, 甘肃,http://college.gaokao.com/school/837/, 工科, 甘肃省教育厅, http://www.lzit.edu.cn/, 高职专科
168,新疆维吾尔医, 新疆,http://college.gaokao.com/school/838/, 医药, ——, http://www.xjumc.cn/, 高职专科
169,邢台职业技术, 河北,http://college.gaokao.com/school/839/, 工科, 河北省教育厅, www.xpc.edu.cn, 高职专科
170,长春医学高等, 吉林,http://college.gaokao.com/school/840/, 医药, 吉林省教育厅, www.cmcedu.com, 高职专科
171,桂林师范高等, 广西,http://college.gaokao.com/school/841/, 师范, 广西壮族自治区教育厅, www.glnc.edu.cn, 高职专科
172,桂林航天工业, 广西,http://college.gaokao.com/school/842/, 工科, 广西壮族自治区教育厅, http://www.guat.edu.cn, 高职专科
173,西安电力高等, 陕西,http://college.gaokao.com/school/843/, 工科, 陕西省教育厅, http://www.xaepi.edu.cn/, 高职专科
174,郑州电力高等, 河南,http://college.gaokao.com/school/844/, 工科, 河南省教育厅, www.zepc.edu.cn, 高职专科
175,桂林旅游学院, 广西,http://college.gaokao.com/school/847/, 财经, 广西壮族自治区教育厅, http://www.glit.edu.cn/, 高职专科
176,民办四川天一, 四川,http://college.gaokao.com/school/848/, 财经, 四川省教育厅, www.tianyi.org, 高职专科
177,长沙航空职业, 湖南,http://college.gaokao.com/school/850/, 工科, 总装备部, www.cavtc.cn, 高职专科
178,郑州澍青医学, 河南,http://college.gaokao.com/school/851/, 医药, 河南省教育厅, www.shuqing.org, 高职专科
179,天津医学高等, 天津,http://college.gaokao.com/school/852/, 医药, 天津市教育委员会, www.tjyzh.cn, 高职专科
180,山西警官高等, 山西,http://college.gaokao.com/school/855/, 政法, 山西省教育厅, www.sxpu.com.cn, 高职专科
181,连云港师范高, 江苏,http://college.gaokao.com/school/856/, 师范, 江苏省教育厅, www.lygsf.cn, 高职专科
182,浙江医药高等, 浙江,http://college.gaokao.com/school/858/, 医药, 浙江省教育厅, ——, 高职专科
183,泰州师范高等, 江苏,http://college.gaokao.com/school/859/, 师范, 江苏省教育厅, http://zs.nnutc.edu.cn/, 高职专科
184,鹤岗师范高等, 黑龙江,http://college.gaokao.com/school/860/, 师范, 黑龙江省教育厅, www.hgtc.org.cn, 高职专科
185,安徽医学高等, 安徽,http://college.gaokao.com/school/861/, 医药, 安徽省教育厅, http://www.ahyz.cn, 高职专科
186,邢台医学高等, 河北,http://college.gaokao.com/school/863/, 医药, 河北省教育厅, www.xtmc.net, 高职专科
187,湖北中医药高, 湖北,http://college.gaokao.com/school/864/, 医药, 湖北省教育厅, http://www.hbzyy.org/, 高职专科
188,焦作师范高等, 河南,http://college.gaokao.com/school/865/, 师范, 河南省教育厅, www.jzsz.cn, 高职专科
189,安徽中医药高, 安徽,http://college.gaokao.com/school/866/, 医药, 安徽省教育厅, www.ahzyygz.com, 高职专科
190,郑州师范高等, 河南,http://college.gaokao.com/school/867/, 师范, ——, www.zztc.com.cn, 高职专科
191,北京工业职业, 北京,http://college.gaokao.com/school/1003/, 工科, 北京市教育委员会, www.bgy.org.cn, 高职专科
192,北京信息职业, 北京,http://college.gaokao.com/school/1004/, 工科, 北京市教育委员会, ——, 高职专科
193,北京电子科技, 北京,http://college.gaokao.com/school/1005/, 工科, 北京市教育委员会, www.dky.bjedu.cn, 高职专科
194,北京科技经营, 北京,http://college.gaokao.com/school/1006/, 财经, 北京市教育委员会, www.1985edu.com, 高职专科
195,北京吉利学院, 北京,http://college.gaokao.com/school/1007/, 财经, 北京市教育委员会, http://zs.bgu.edu.cn, 高职专科
196,北京农业职业, 北京,http://college.gaokao.com/school/1008/, 农业, 北京市教育委员会, www.bvca.edu.cn, 高职专科
197,北京戏曲艺术, 北京,http://college.gaokao.com/school/1009/, 艺术, 北京市教育委员会, www.bjxx.com.cn, 高职专科
198,北京京北职业, 北京,http://college.gaokao.com/school/1010/, 工科, 北京市教育委员会, www.jbzy.com.cn, 高职专科
199,北京经贸职业, 北京,http://college.gaokao.com/school/1011/, 财经, 北京市教育委员会, www.csuedu.com, 高职专科
200,北京经济技术, 河北,http://college.gaokao.com/school/1012/, 财经, 北京市教育委员会, ——, 高职专科
201,北京北大方正, 河北,http://college.gaokao.com/school/1013/, 工科, 北京市教育委员会, ——, 高职专科
202,北京财贸职业, 北京,http://college.gaokao.com/school/1014/, 财经, 北京市教育委员会, www.bjczy.edu.cn, 高职专科
203,天津滨海职业, 天津,http://college.gaokao.com/school/1016/, 综合, 天津市教育委员会, http://www.tjbpi.com.cn/website/, 高职专科
204,天津工程职业, 天津,http://college.gaokao.com/school/1017/, 工科, 天津市教育委员会, www.tjeti.com, 高职专科
205,天津现代职业, 天津,http://college.gaokao.com/school/1018/, 综合, 天津市教育委员会, www.xdxy.com.cn, 高职专科
206,天津轻工职业, 天津,http://college.gaokao.com/school/1019/, 综合, 天津市教育委员会, www.tjlivtc.edu.cn, 高职专科
207,天津电子信息, 天津,http://college.gaokao.com/school/1020/, 工科, 天津市教育委员会, www.tjdz.net, 高职专科
208,天津公安警官, 天津,http://college.gaokao.com/school/1021/, 政法, 天津市教育委员会, www.tjjingyuan.cn, 高职专科
209,天津机电职业, 天津,http://college.gaokao.com/school/1022/, 工科, 天津市教育委员会, www.suoyuan.com.cn, 高职专科
210,天津渤海职业, 天津,http://college.gaokao.com/school/1023/, 综合, 天津市教育委员会, www.tjbhzy.com, 高职专科
211,天津中德职业, 天津,http://college.gaokao.com/school/1024/, 工科, 天津市教育委员会, www.zdtj.cn, 高职专科
212,天津青年职业, 天津,http://college.gaokao.com/school/1025/, 语言, 天津市教育委员会, www.tjqnzyxy.cn, 高职专科
213,天津商务职业, 天津,http://college.gaokao.com/school/1026/, 财经, 天津市教育委员会, http://tvic.tifert.edu.cn, 高职专科
214,天津交通职业, 天津,http://college.gaokao.com/school/1027/, 综合, 天津市教育委员会, www.tjtvc.com, 高职专科
215,天津开发区职, 天津,http://college.gaokao.com/school/1028/, 综合, 天津市教育委员会, http://www.tedazj.com, 高职专科
216,河北工业职业, 河北,http://college.gaokao.com/school/1029/, 工科, 河北省教育厅, http://www.hbcit.edu.cn, 高职专科
217,邯郸职业技术, 河北,http://college.gaokao.com/school/1030/, 综合, 河北省教育厅, www.hd, 高职专科
218,石家庄职业技, 河北,http://college.gaokao.com/school/1031/, 工科, 河北省教育厅, http://www.sjzpt.edu.cn, 高职专科
219,张家口职业技, 河北,http://college.gaokao.com/school/1032/, 综合, 河北省教育厅, ——, 高职专科
220,沧州职业技术, 河北,http://college.gaokao.com/school/1033/, 工科, 河北省教育厅, www.czvtc.cn, 高职专科
221,石家庄铁路职, 河北,http://college.gaokao.com/school/1034/, 工科, 河北省教育厅, www.sirt.edu.cn, 高职专科
222,河北能源职业, 河北,http://college.gaokao.com/school/1035/, 工科, 河北省教育厅, http://www.hbnyxy.cn, 高职专科
223,保定职业技术, 河北,http://college.gaokao.com/school/1036/, 综合, 河北省教育厅, http://www.bvtc.com.cn, 高职专科
224,河北建材职业, 河北,http://college.gaokao.com/school/1037/, 工科, 河北省教育厅, http://www.hbjcedu.com, 高职专科
225,河北政法职业, 河北,http://college.gaokao.com/school/1038/, 政法, 河北省教育厅, http://www.helc.edu.com, 高职专科
226,河北石油职业, 河北,http://college.gaokao.com/school/1039/, 工科, 河北省教育厅, http://www.pvtc.edu.cn, 高职专科
227,衡水职业技术, 河北,http://college.gaokao.com/school/1040/, 财经, 河北省教育厅, www.hsvtc.cn, 高职专科
228,秦皇岛职业技, 河北,http://college.gaokao.com/school/1041/, 工科, 河北省教育厅, http://www.qhdvtc.com, 高职专科
229,唐山职业技术, 河北,http://college.gaokao.com/school/1042/, 医药, 河北省教育厅, www.tsvtc.com, 高职专科
230,唐山工业职业, 河北,http://college.gaokao.com/school/1043/, 工科, 河北省教育厅, http://www.tsgzy.edu.cn/, 高职专科
