,sname,location,url,type,membership,website,nature
231,石家庄计算机, 河北,http://college.gaokao.com/school/1044/, 工科, 河北省教育厅, www.sjzcvc.com, 高职专科
232,石家庄法商职, 河北,http://college.gaokao.com/school/1045/, 财经, 河北省教育厅, www.hbcsxy.com, 高职专科
233,河北省艺术职, 河北,http://college.gaokao.com/school/1046/, 综合, ——, www.hebart.com, 高职专科
234,河北交通职业, 河北,http://college.gaokao.com/school/1047/, 工科, 河北省教育厅, http://www.hejtxy.edu.cn, 高职专科
235,河北化工医药, 河北,http://college.gaokao.com/school/1048/, 工科, 河北省教育厅, http://www.hebcpc.cn, 高职专科
236,秦皇岛外国语, 河北,http://college.gaokao.com/school/1049/, 语言, ——, www.hbvcfl.com.cn, 高职专科
237,石家庄信息工, 河北,http://college.gaokao.com/school/1050/, 工科, 河北省教育厅, http://www.sjziei.com, 高职专科
238,石家庄外经贸, 河北,http://college.gaokao.com/school/1051/, 财经, 河北省教育厅, http://www.sjzwjm.edu.cn, 高职专科
239,石家庄东方美, 河北,http://college.gaokao.com/school/1052/, 艺术, ——, http, 高职专科
240,山西建筑职业, 山西,http://college.gaokao.com/school/1054/, 工科, 山西省教育厅, www.sxatc.com, 高职专科
241,山西工程职业, 山西,http://college.gaokao.com/school/1055/, 工科, 山西省教育厅, www.sxgy.cn, 高职专科
242,晋城职业技术, 山西,http://college.gaokao.com/school/1056/, 工科, 山西省教育厅, www.sxjczy.com.cn, 高职专科
243,北岳职业技术, 山西,http://college.gaokao.com/school/1057/, 工科, ——, www.dtmtxy.cn, 高职专科
244,山西生物应用, 山西,http://college.gaokao.com/school/1058/, 医药, 山西省教育厅, www.sxphc.cn, 高职专科
245,山西交通职业, 山西,http://college.gaokao.com/school/1059/, 工科, 山西省教育厅, www.sxjt.edu.cn, 高职专科
246,山西兴华职业, 山西,http://college.gaokao.com/school/1060/, 工科, 山西省教育厅, www.sxxh.org, 高职专科
247,长治职业技术, 山西,http://college.gaokao.com/school/1061/, 工科, 山西省教育厅, http://www.czzy.cn/, 高职专科
248,山西艺术职业, 山西,http://college.gaokao.com/school/1062/, 艺术, 山西省教育厅, www.sxyz.com, 高职专科
249,阳泉职业技术, 山西,http://college.gaokao.com/school/1063/, 工科, 山西省教育厅, http://www.tyutyqc.edu.cn, 高职专科
250,山西水利职业, 山西,http://college.gaokao.com/school/1064/, 工科, 山西省教育厅, http://www.sxsy.com.cn/, 高职专科
251,民办四川天一, 四川,http://college.gaokao.com/school/848/, 财经, 四川省教育厅, www.tianyi.org, 高职专科
252,长沙航空职业, 湖南,http://college.gaokao.com/school/850/, 工科, 总装备部, www.cavtc.cn, 高职专科
253,郑州澍青医学, 河南,http://college.gaokao.com/school/851/, 医药, 河南省教育厅, www.shuqing.org, 高职专科
254,天津医学高等, 天津,http://college.gaokao.com/school/852/, 医药, 天津市教育委员会, www.tjyzh.cn, 高职专科
255,山西警官高等, 山西,http://college.gaokao.com/school/855/, 政法, 山西省教育厅, www.sxpu.com.cn, 高职专科
256,连云港师范高, 江苏,http://college.gaokao.com/school/856/, 师范, 江苏省教育厅, www.lygsf.cn, 高职专科
257,浙江医药高等, 浙江,http://college.gaokao.com/school/858/, 医药, 浙江省教育厅, ——, 高职专科
258,泰州师范高等, 江苏,http://college.gaokao.com/school/859/, 师范, 江苏省教育厅, http://zs.nnutc.edu.cn/, 高职专科
259,鹤岗师范高等, 黑龙江,http://college.gaokao.com/school/860/, 师范, 黑龙江省教育厅, www.hgtc.org.cn, 高职专科
260,安徽医学高等, 安徽,http://college.gaokao.com/school/861/, 医药, 安徽省教育厅, http://www.ahyz.cn, 高职专科
261,邢台医学高等, 河北,http://college.gaokao.com/school/863/, 医药, 河北省教育厅, www.xtmc.net, 高职专科
262,湖北中医药高, 湖北,http://college.gaokao.com/school/864/, 医药, 湖北省教育厅, http://www.hbzyy.org/, 高职专科
263,焦作师范高等, 河南,http://college.gaokao.com/school/865/, 师范, 河南省教育厅, www.jzsz.cn, 高职专科
264,安徽中医药高, 安徽,http://college.gaokao.com/school/866/, 医药, 安徽省教育厅, www.ahzyygz.com, 高职专科
265,郑州师范高等, 河南,http://college.gaokao.com/school/867/, 师范, ——, www.zztc.com.cn, 高职专科
266,北京工业职业, 北京,http://college.gaokao.com/school/1003/, 工科, 北京市教育委员会, www.bgy.org.cn, 高职专科
267,北京信息职业, 北京,http://college.gaokao.com/school/1004/, 工科, 北京市教育委员会, ——, 高职专科
268,北京电子科技, 北京,http://college.gaokao.com/school/1005/, 工科, 北京市教育委员会, www.dky.bjedu.cn, 高职专科
269,北京科技经营, 北京,http://college.gaokao.com/school/1006/, 财经, 北京市教育委员会, www.1985edu.com, 高职专科
270,北京吉利学院, 北京,http://college.gaokao.com/school/1007/, 财经, 北京市教育委员会, http://zs.bgu.edu.cn, 高职专科
271,北京农业职业, 北京,http://college.gaokao.com/school/1008/, 农业, 北京市教育委员会, www.bvca.edu.cn, 高职专科
272,北京戏曲艺术, 北京,http://college.gaokao.com/school/1009/, 艺术, 北京市教育委员会, www.bjxx.com.cn, 高职专科
273,北京京北职业, 北京,http://college.gaokao.com/school/1010/, 工科, 北京市教育委员会, www.jbzy.com.cn, 高职专科
274,北京经贸职业, 北京,http://college.gaokao.com/school/1011/, 财经, 北京市教育委员会, www.csuedu.com, 高职专科
275,北京经济技术, 河北,http://college.gaokao.com/school/1012/, 财经, 北京市教育委员会, ——, 高职专科
276,北京北大方正, 河北,http://college.gaokao.com/school/1013/, 工科, 北京市教育委员会, ——, 高职专科
277,北京财贸职业, 北京,http://college.gaokao.com/school/1014/, 财经, 北京市教育委员会, www.bjczy.edu.cn, 高职专科
278,天津滨海职业, 天津,http://college.gaokao.com/school/1016/, 综合, 天津市教育委员会, http://www.tjbpi.com.cn/website/, 高职专科
279,天津工程职业, 天津,http://college.gaokao.com/school/1017/, 工科, 天津市教育委员会, www.tjeti.com, 高职专科
280,天津现代职业, 天津,http://college.gaokao.com/school/1018/, 综合, 天津市教育委员会, www.xdxy.com.cn, 高职专科
281,天津轻工职业, 天津,http://college.gaokao.com/school/1019/, 综合, 天津市教育委员会, www.tjlivtc.edu.cn, 高职专科
282,天津电子信息, 天津,http://college.gaokao.com/school/1020/, 工科, 天津市教育委员会, www.tjdz.net, 高职专科
283,天津公安警官, 天津,http://college.gaokao.com/school/1021/, 政法, 天津市教育委员会, www.tjjingyuan.cn, 高职专科
284,天津机电职业, 天津,http://college.gaokao.com/school/1022/, 工科, 天津市教育委员会, www.suoyuan.com.cn, 高职专科
285,天津渤海职业, 天津,http://college.gaokao.com/school/1023/, 综合, 天津市教育委员会, www.tjbhzy.com, 高职专科
286,天津中德职业, 天津,http://college.gaokao.com/school/1024/, 工科, 天津市教育委员会, www.zdtj.cn, 高职专科
287,天津青年职业, 天津,http://college.gaokao.com/school/1025/, 语言, 天津市教育委员会, www.tjqnzyxy.cn, 高职专科
288,天津商务职业, 天津,http://college.gaokao.com/school/1026/, 财经, 天津市教育委员会, http://tvic.tifert.edu.cn, 高职专科
289,天津交通职业, 天津,http://college.gaokao.com/school/1027/, 综合, 天津市教育委员会, www.tjtvc.com, 高职专科
290,天津开发区职, 天津,http://college.gaokao.com/school/1028/, 综合, 天津市教育委员会, http://www.tedazj.com, 高职专科
291,河北工业职业, 河北,http://college.gaokao.com/school/1029/, 工科, 河北省教育厅, http://www.hbcit.edu.cn, 高职专科
292,邯郸职业技术, 河北,http://college.gaokao.com/school/1030/, 综合, 河北省教育厅, www.hd, 高职专科
293,石家庄职业技, 河北,http://college.gaokao.com/school/1031/, 工科, 河北省教育厅, http://www.sjzpt.edu.cn, 高职专科
294,张家口职业技, 河北,http://college.gaokao.com/school/1032/, 综合, 河北省教育厅, ——, 高职专科
295,沧州职业技术, 河北,http://college.gaokao.com/school/1033/, 工科, 河北省教育厅, www.czvtc.cn, 高职专科
296,石家庄铁路职, 河北,http://college.gaokao.com/school/1034/, 工科, 河北省教育厅, www.sirt.edu.cn, 高职专科
297,河北能源职业, 河北,http://college.gaokao.com/school/1035/, 工科, 河北省教育厅, http://www.hbnyxy.cn, 高职专科
298,保定职业技术, 河北,http://college.gaokao.com/school/1036/, 综合, 河北省教育厅, http://www.bvtc.com.cn, 高职专科
299,河北建材职业, 河北,http://college.gaokao.com/school/1037/, 工科, 河北省教育厅, http://www.hbjcedu.com, 高职专科
300,河北政法职业, 河北,http://college.gaokao.com/school/1038/, 政法, 河北省教育厅, http://www.helc.edu.com, 高职专科
301,河北石油职业, 河北,http://college.gaokao.com/school/1039/, 工科, 河北省教育厅, http://www.pvtc.edu.cn, 高职专科
302,衡水职业技术, 河北,http://college.gaokao.com/school/1040/, 财经, 河北省教育厅, www.hsvtc.cn, 高职专科
303,秦皇岛职业技, 河北,http://college.gaokao.com/school/1041/, 工科, 河北省教育厅, http://www.qhdvtc.com, 高职专科
304,唐山职业技术, 河北,http://college.gaokao.com/school/1042/, 医药, 河北省教育厅, www.tsvtc.com, 高职专科
305,唐山工业职业, 河北,http://college.gaokao.com/school/1043/, 工科, 河北省教育厅, http://www.tsgzy.edu.cn/, 高职专科
306,石家庄计算机, 河北,http://college.gaokao.com/school/1044/, 工科, 河北省教育厅, www.sjzcvc.com, 高职专科
307,石家庄法商职, 河北,http://college.gaokao.com/school/1045/, 财经, 河北省教育厅, www.hbcsxy.com, 高职专科
308,河北省艺术职, 河北,http://college.gaokao.com/school/1046/, 综合, ——, www.hebart.com, 高职专科
309,河北交通职业, 河北,http://college.gaokao.com/school/1047/, 工科, 河北省教育厅, http://www.hejtxy.edu.cn, 高职专科
310,河北化工医药, 河北,http://college.gaokao.com/school/1048/, 工科, 河北省教育厅, http://www.hebcpc.cn, 高职专科
311,秦皇岛外国语, 河北,http://college.gaokao.com/school/1049/, 语言, ——, www.hbvcfl.com.cn, 高职专科
312,石家庄信息工, 河北,http://college.gaokao.com/school/1050/, 工科, 河北省教育厅, http://www.sjziei.com, 高职专科
313,石家庄外经贸, 河北,http://college.gaokao.com/school/1051/, 财经, 河北省教育厅, http://www.sjzwjm.edu.cn, 高职专科
314,石家庄东方美, 河北,http://college.gaokao.com/school/1052/, 艺术, ——, http, 高职专科
315,山西建筑职业, 山西,http://college.gaokao.com/school/1054/, 工科, 山西省教育厅, www.sxatc.com, 高职专科
316,山西工程职业, 山西,http://college.gaokao.com/school/1055/, 工科, 山西省教育厅, www.sxgy.cn, 高职专科
317,晋城职业技术, 山西,http://college.gaokao.com/school/1056/, 工科, 山西省教育厅, www.sxjczy.com.cn, 高职专科
318,北岳职业技术, 山西,http://college.gaokao.com/school/1057/, 工科, ——, www.dtmtxy.cn, 高职专科
319,山西生物应用, 山西,http://college.gaokao.com/school/1058/, 医药, 山西省教育厅, www.sxphc.cn, 高职专科
320,山西交通职业, 山西,http://college.gaokao.com/school/1059/, 工科, 山西省教育厅, www.sxjt.edu.cn, 高职专科
321,山西兴华职业, 山西,http://college.gaokao.com/school/1060/, 工科, 山西省教育厅, www.sxxh.org, 高职专科
322,长治职业技术, 山西,http://college.gaokao.com/school/1061/, 工科, 山西省教育厅, http://www.czzy.cn/, 高职专科
323,山西艺术职业, 山西,http://college.gaokao.com/school/1062/, 艺术, 山西省教育厅, www.sxyz.com, 高职专科
324,阳泉职业技术, 山西,http://college.gaokao.com/school/1063/, 工科, 山西省教育厅, http://www.tyutyqc.edu.cn, 高职专科
325,山西水利职业, 山西,http://college.gaokao.com/school/1064/, 工科, 山西省教育厅, http://www.sxsy.com.cn/, 高职专科
326,山西林业职业, 山西,http://college.gaokao.com/school/1065/, 林业, 山西省教育厅, www.sxly.com.cn, 高职专科
327,山西财贸职业, 山西,http://college.gaokao.com/school/1066/, 财经, 山西省教育厅, www.sxcmvc.com, 高职专科
328,山西戏剧职业, 山西,http://college.gaokao.com/school/1067/, 艺术, 山西省教育厅, hppt://www.shanxixjxy.com, 高职专科
329,山西机电职业, 山西,http://college.gaokao.com/school/1068/, 工科, 山西省教育厅, http://www.sxjdxy.org, 高职专科
330,临汾职业技术, 山西,http://college.gaokao.com/school/1069/, 农业, 山西省教育厅, www.lfvtc.cn, 高职专科
331,山西综合职业, 山西,http://college.gaokao.com/school/1070/, 工科, ——, www.sxzy.edu.cn, 高职专科
332,太原城市职业, 山西,http://college.gaokao.com/school/1071/, 工科, 山西省教育厅, http://www.cntcvc.com/, 高职专科
333,山西煤炭职业, 山西,http://college.gaokao.com/school/1072/, 工科, 山西省教育厅, www.sxmtxy.com.cn, 高职专科
334,包头职业技术, 内蒙古,http://college.gaokao.com/school/1073/, 工科, 内蒙古自治区教育厅, www.btzyjsxy.cn, 高职专科
335,内蒙古建筑职, 内蒙古,http://college.gaokao.com/school/1074/, 工科, 内蒙古自治区教育厅, www.imaa.edu.cn, 高职专科
336,兴安职业技术, 内蒙古,http://college.gaokao.com/school/1075/, 师范, 内蒙古自治区教育厅, www.nmxzy.cn, 高职专科
337,内蒙古警察职, 内蒙古,http://college.gaokao.com/school/1076/, 政法, 内蒙古自治区教育厅, www.imppc.cn, 高职专科
338,内蒙古体育职, 内蒙古,http://college.gaokao.com/school/1077/, 体育, 内蒙古自治区教育厅, http://www.nmtyxy.com, 高职专科
339,包头轻工职业, 内蒙古,http://college.gaokao.com/school/1078/, 工科, 内蒙古自治区教育厅, www.btqy.com.cn, 高职专科
340,呼和浩特职业, 内蒙古,http://college.gaokao.com/school/1079/, 综合, 内蒙古自治区教育厅, www.hhvc.net.cn, 高职专科
341,渤海船舶职业, 辽宁,http://college.gaokao.com/school/1080/, 工科, 辽宁省教育厅, www.bhcy.cn, 高职专科
342,盘锦职业技术, 辽宁,http://college.gaokao.com/school/1081/, 综合, 辽宁省教育厅, www.pjzy.net.cn, 高职专科
343,辽宁金融职业, 辽宁,http://college.gaokao.com/school/1082/, 财经, 辽宁省教育厅, www.lnfvc.cn, 高职专科
344,大连职业技术, 辽宁,http://college.gaokao.com/school/1083/, 综合, 辽宁省教育厅, www.dlvtc.edu.cn, 高职专科
345,大连商务职业, 辽宁,http://college.gaokao.com/school/1084/, 财经, 辽宁省教育厅, http://www.dlswedu.com/, 高职专科
346,辽阳职业技术, 辽宁,http://college.gaokao.com/school/1085/, 综合, 辽宁省教育厅, www.419.com.cn, 高职专科
